case_id,split,source_phase,target_phase,ssim,ncc,source_shape,target_shape,issue
1.2.840.113619.2.278.3.717616.551.1589814093.67,train,non-contrast,arterial,0.5444198210432718,0.6923150116565657,"(270, 159, 194)","(270, 159, 194)",ok
1.2.840.113619.2.359.3.2831208971.47.1588634888.707,train,non-contrast,other,0.5588021782262209,0.5986740178657877,"(296, 146, 198)","(296, 146, 198)",ok
1.2.840.113619.2.359.3.2831208971.47.1588634888.707,train,non-contrast,arterial,0.4937513177315337,0.5399740103617147,"(296, 146, 198)","(296, 146, 198)",ok
1.2.840.113619.2.359.3.2831208971.47.1588634888.707,train,non-contrast,venous,0.5979026787042531,0.6678010511306827,"(296, 146, 198)","(296, 146, 198)",ok
1.2.840.113619.2.278.3.717616.306.1582703645.873,train,non-contrast,venous,0.7109352811673063,0.8301884907959337,"(250, 133, 165)","(250, 133, 165)",ok
1.2.840.113619.2.278.3.717616.306.1582703645.873,train,non-contrast,arterial,0.7088423304255846,0.8134608852916833,"(250, 133, 165)","(250, 133, 165)",ok
1.2.840.113619.2.278.3.717616.259.1592554917.92,train,non-contrast,arterial,0.4762472182809721,0.7623286905263769,"(264, 146, 182)","(264, 146, 182)",ok
1.2.840.113619.2.278.3.717616.259.1592554917.92,train,non-contrast,venous,0.588191583364347,0.8288898433225782,"(264, 146, 182)","(264, 146, 182)",ok
1.2.840.113619.2.278.3.717616.259.1592554945.3,train,non-contrast,venous,0.7198968685289026,0.8998406371244545,"(273, 145, 189)","(273, 145, 189)",ok
1.2.840.113619.2.278.3.717616.259.1592554945.3,train,non-contrast,arterial,0.7948703934120792,0.9585892303184403,"(273, 145, 189)","(273, 145, 189)",ok
1.2.840.113619.2.278.3.717616.260.1578649330.227,train,non-contrast,arterial,0.5762985056141546,0.8643716532501285,"(276, 164, 194)","(276, 164, 194)",ok
1.2.840.113619.2.278.3.717616.260.1578649330.227,train,non-contrast,venous,0.6910086737241283,0.9166391315544559,"(276, 164, 194)","(276, 164, 194)",ok
1.2.840.113619.2.278.3.717616.306.1582703629.833,train,non-contrast,venous,0.6632351888404326,0.884704317040932,"(262, 153, 188)","(262, 153, 188)",ok
1.2.840.113619.2.278.3.717616.306.1582703629.833,train,non-contrast,arterial,0.6321395592328749,0.8761183608939478,"(262, 153, 188)","(262, 153, 188)",ok
1.2.840.113619.2.278.3.717616.249.1585713672.454,train,non-contrast,arterial,0.2202683306074164,0.24470865894542176,"(287, 145, 193)","(287, 145, 193)",low_similarity
1.2.840.113619.2.278.3.717616.249.1585713672.454,train,non-contrast,venous,0.6405105782540759,0.8398544687842444,"(287, 145, 193)","(287, 145, 193)",ok
1.2.840.113619.2.278.3.717616.202.1592287876.601,train,non-contrast,arterial,0.5938080146567875,0.8620626117333805,"(273, 153, 193)","(273, 153, 193)",ok
1.2.840.113619.2.278.3.717616.202.1592287876.601,train,non-contrast,venous,0.639011999635209,0.8461874493149981,"(273, 153, 193)","(273, 153, 193)",ok
1.2.840.113619.2.278.3.717616.306.1582703649.869,train,non-contrast,venous,0.7568271903789194,0.8655689555661856,"(262, 159, 192)","(262, 159, 192)",ok
1.2.840.113619.2.278.3.717616.306.1582703649.869,train,non-contrast,arterial,0.7243950266290891,0.8392582942081598,"(262, 159, 192)","(262, 159, 192)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574734831.134817,train,non-contrast,venous,0.8430337568340924,0.9628919954532055,"(416, 150, 208)","(416, 150, 208)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574734831.134817,train,non-contrast,arterial,0.6274407201661707,0.8381874803179565,"(416, 150, 208)","(416, 150, 208)",ok
1.2.840.113619.2.359.3.2831208971.19.1592781847.229,train,non-contrast,venous,0.7268034804012883,0.7247315392991143,"(282, 157, 201)","(282, 157, 201)",ok
1.2.840.113619.2.359.3.2831208971.19.1592781847.229,train,non-contrast,arterial,0.32054048658727785,0.40150395453299137,"(282, 157, 201)","(282, 157, 201)",low_similarity
1.2.840.113619.2.359.3.2831208971.19.1592781847.229,train,non-contrast,other,0.3416615150280046,0.3769696113070999,"(282, 157, 201)","(282, 157, 201)",low_similarity
1.2.840.113619.2.278.3.717616.249.1585713639.107,train,non-contrast,venous,0.5850534282110521,0.8094561510900601,"(254, 138, 164)","(254, 138, 164)",ok
1.2.840.113619.2.278.3.717616.249.1585713639.107,train,non-contrast,arterial,0.5619748266155759,0.8252831385431756,"(254, 138, 164)","(254, 138, 164)",ok
1.2.840.113619.2.278.3.717616.204.1584947888.428,train,non-contrast,arterial,0.6068524353402833,0.8691433173497509,"(242, 157, 185)","(242, 157, 185)",ok
1.2.840.113619.2.278.3.717616.204.1584947888.428,train,non-contrast,venous,0.7472512801443648,0.9522813545656555,"(242, 157, 185)","(242, 157, 185)",ok
1.2.840.113619.2.278.3.717616.166.1580339212.908,train,non-contrast,arterial,0.6293206007348886,0.8645242313336535,"(272, 142, 185)","(272, 142, 185)",ok
1.2.840.113619.2.278.3.717616.166.1580339212.908,train,non-contrast,venous,0.09204946577113089,-0.037530569281911993,"(272, 142, 185)","(272, 142, 185)",low_similarity
1.2.392.200036.9116.2.5.1.37.2418751871.1574048385.958233,train,non-contrast,arterial,0.48638259709290405,0.7463690596236717,"(253, 171, 209)","(253, 171, 209)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574048385.958233,train,non-contrast,venous,0.24962261054667687,0.5146231022305037,"(253, 171, 209)","(253, 171, 209)",low_similarity
1.2.840.113619.2.359.3.2831208971.846.1591140723.79,train,non-contrast,venous,0.7559331744681751,0.7844620260666348,"(271, 165, 204)","(271, 165, 204)",ok
1.2.840.113619.2.359.3.2831208971.846.1591140723.79,train,non-contrast,other,0.5130249637786305,0.633732581625754,"(271, 165, 204)","(271, 165, 204)",ok
1.2.840.113619.2.359.3.2831208971.846.1591140723.79,train,non-contrast,arterial,0.48810947227940354,0.43257018356035787,"(271, 165, 204)","(271, 165, 204)",ok
1.2.840.113619.2.359.3.2831208971.207.1576792853.630,train,non-contrast,venous,0.7145922510500895,0.7843203860385375,"(257, 147, 200)","(257, 147, 200)",ok
1.2.840.113619.2.359.3.2831208971.207.1576792853.630,train,non-contrast,other,0.29401808688573167,0.34064462547342605,"(257, 147, 200)","(257, 147, 200)",low_similarity
1.2.840.113619.2.359.3.2831208971.207.1576792853.630,train,non-contrast,arterial,0.25494811797621747,0.2902018194069439,"(257, 147, 200)","(257, 147, 200)",low_similarity
1.2.840.113619.2.278.3.717616.166.1580339213.591,train,non-contrast,venous,0.8424390238812596,0.8316389893912985,"(293, 163, 197)","(293, 163, 197)",ok
1.2.840.113619.2.278.3.717616.338.1594256103.303,train,non-contrast,venous,0.64908089991123,0.8609652853467473,"(257, 151, 159)","(257, 151, 159)",ok
1.2.840.113619.2.278.3.717616.338.1594256103.303,train,non-contrast,arterial,0.5534448034173864,0.8321740959295901,"(257, 151, 159)","(257, 151, 159)",ok
1.2.840.113619.2.278.3.717616.286.1593493295.610,train,non-contrast,arterial,0.4372987514144627,0.6038933602115615,"(267, 183, 209)","(267, 183, 209)",low_similarity
1.2.840.113619.2.278.3.717616.286.1593493295.610,train,non-contrast,venous,0.7917768626315641,0.8065176304502323,"(267, 183, 209)","(267, 183, 209)",ok
1.2.840.113619.2.359.3.2831208971.102.1580775830.218,train,non-contrast,arterial,0.40763616370076966,0.48172592718885887,"(272, 160, 200)","(272, 160, 200)",low_similarity
1.2.840.113619.2.359.3.2831208971.102.1580775830.218,train,non-contrast,venous,0.8428189390444807,0.8066741843285348,"(272, 160, 200)","(272, 160, 200)",ok
1.2.840.113619.2.359.3.2831208971.102.1580775830.218,train,non-contrast,other,0.4041231891965579,-0.008487265659535859,"(272, 160, 200)","(272, 160, 200)",low_similarity
1.2.840.113619.2.278.3.717616.310.1589696975.113,train,non-contrast,arterial,0.8307632206519056,0.9450757222494299,"(276, 130, 190)","(276, 130, 190)",ok
1.2.840.113619.2.278.3.717616.310.1589696975.113,train,non-contrast,venous,0.5408302675852523,0.7799081642215315,"(276, 130, 190)","(276, 130, 190)",ok
1.2.840.113619.2.359.3.2831208971.298.1585268502.426,train,non-contrast,arterial,0.4276804809833852,0.3801717658736838,"(292, 169, 208)","(292, 169, 208)",low_similarity
1.2.840.113619.2.359.3.2831208971.298.1585268502.426,train,non-contrast,venous,0.7833064037409568,0.708621583075365,"(292, 169, 208)","(292, 169, 208)",ok
1.2.840.113619.2.359.3.2831208971.298.1585268502.426,train,non-contrast,other,0.4995753318642541,0.5392608599053943,"(292, 169, 208)","(292, 169, 208)",ok
1.2.840.113619.2.278.3.717616.286.1587944978.934,train,non-contrast,arterial,0.7709398748681834,0.9472846403396904,"(276, 155, 192)","(276, 155, 192)",ok
1.2.840.113619.2.278.3.717616.286.1587944978.934,train,non-contrast,venous,0.5371793820484718,0.8259916076808548,"(276, 155, 192)","(276, 155, 192)",ok
1.2.840.113619.2.278.3.717616.249.1585713663.100,train,non-contrast,arterial,0.7195068987940323,0.6495171007554712,"(295, 152, 197)","(295, 152, 197)",ok
1.2.840.113619.2.278.3.717616.249.1585713663.100,train,non-contrast,venous,0.751661265550345,0.7140363808078066,"(295, 152, 197)","(295, 152, 197)",ok
1.2.840.113619.2.278.3.717616.166.1580339230.481,train,non-contrast,arterial,0.6157084835639995,0.8774531498600611,"(251, 142, 177)","(251, 142, 177)",ok
1.2.840.113619.2.278.3.717616.166.1580339230.481,train,non-contrast,venous,0.5564974157591165,0.8490674849030434,"(251, 142, 177)","(251, 142, 177)",ok
1.2.840.113619.2.278.3.717616.166.1580339218.937,train,non-contrast,venous,0.6535572307684014,0.8134101428853293,"(285, 154, 203)","(285, 154, 203)",ok
1.2.840.113619.2.278.3.717616.166.1580339218.937,train,non-contrast,arterial,0.7381204048039598,0.8926699144948576,"(285, 154, 203)","(285, 154, 203)",ok
1.2.840.113619.2.278.3.717616.260.1578649359.241,train,non-contrast,venous,0.49749478449205464,0.7223820486476732,"(239, 145, 193)","(239, 145, 193)",ok
1.2.840.113619.2.278.3.717616.260.1578649359.241,train,non-contrast,arterial,0.5940310258510737,0.8233617849752923,"(239, 145, 193)","(239, 145, 193)",ok
1.2.840.113619.2.278.3.717616.204.1584947890.185,train,non-contrast,venous,0.8439393269959657,0.8664340459258699,"(270, 149, 192)","(270, 149, 192)",ok
1.2.840.113619.2.278.3.717616.204.1584947890.185,train,non-contrast,arterial,0.7858230905631536,0.8666417354563569,"(270, 149, 192)","(270, 149, 192)",ok
1.2.840.113619.2.278.3.717616.286.1593493267.487,train,non-contrast,arterial,0.8416021865596711,0.9369786488614666,"(265, 130, 178)","(265, 130, 178)",ok
1.2.840.113619.2.278.3.717616.286.1593493267.487,train,non-contrast,venous,0.6051706530417177,0.8269942150861429,"(265, 130, 178)","(265, 130, 178)",ok
1.2.840.113619.2.278.3.717616.260.1578649343.978,train,non-contrast,venous,0.4997216029810711,0.8086257412118496,"(229, 130, 166)","(229, 130, 166)",ok
1.2.840.113619.2.278.3.717616.260.1578649343.978,train,non-contrast,arterial,0.788115869220631,0.9708405509354497,"(229, 130, 166)","(229, 130, 166)",ok
1.2.840.113619.2.278.3.717616.286.1587944975.372,train,non-contrast,venous,0.866776776098912,0.9576779272855394,"(288, 159, 203)","(288, 159, 203)",ok
1.2.840.113619.2.278.3.717616.286.1587944975.372,train,non-contrast,arterial,0.7884965150715566,0.9309687400039784,"(288, 159, 203)","(288, 159, 203)",ok
1.2.840.113619.2.278.3.717616.338.1594256032.507,train,non-contrast,venous,0.8547199522451606,0.9198292487295703,"(311, 132, 182)","(311, 132, 182)",ok
1.2.840.113619.2.278.3.717616.338.1594256032.507,train,non-contrast,arterial,0.7585215878793161,0.8720127222350845,"(311, 132, 182)","(311, 132, 182)",ok
1.2.840.113619.2.278.3.717616.228.1585527919.20,train,non-contrast,arterial,0.7654392467708421,0.9430181037393922,"(276, 149, 200)","(276, 149, 200)",ok
1.2.840.113619.2.278.3.717616.228.1585527919.20,train,non-contrast,venous,0.7348839219984481,0.9243070555928987,"(276, 149, 200)","(276, 149, 200)",ok
1.2.840.113619.2.278.3.717616.202.1592287871.359,train,non-contrast,arterial,0.7691496993211112,0.8580954740068109,"(280, 164, 196)","(280, 164, 196)",ok
1.2.840.113619.2.278.3.717616.202.1592287871.359,train,non-contrast,venous,0.8511717362916575,0.9471086144371649,"(280, 164, 196)","(280, 164, 196)",ok
1.2.840.113619.2.278.3.717616.202.1592287881.707,train,non-contrast,arterial,0.7242897797524432,0.7821338299169944,"(292, 160, 202)","(292, 160, 202)",ok
1.2.840.113619.2.278.3.717616.202.1592287881.707,train,non-contrast,venous,0.7211561345564946,0.8647133795047852,"(292, 160, 202)","(292, 160, 202)",ok
1.2.840.113619.2.359.3.2831208971.265.1578356510.134,train,non-contrast,arterial,0.3092601781861614,0.31964503975880054,"(278, 162, 209)","(278, 162, 209)",low_similarity
1.2.840.113619.2.359.3.2831208971.265.1578356510.134,train,non-contrast,venous,0.6325682769437658,0.7393742901517861,"(278, 162, 209)","(278, 162, 209)",ok
1.2.840.113619.2.359.3.2831208971.265.1578356510.134,train,non-contrast,other,0.2765359503827239,0.2599487359357112,"(278, 162, 209)","(278, 162, 209)",low_similarity
1.2.392.200036.9116.2.5.1.37.2418751871.1574736893.449879,train,non-contrast,arterial,0.6037361446795196,0.8758237741337263,"(448, 143, 209)","(448, 143, 209)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574736893.449879,train,non-contrast,venous,0.5388513293571391,0.7260922340695463,"(448, 143, 209)","(448, 143, 209)",ok
1.2.840.113619.2.278.3.717616.306.1582703614.364,train,non-contrast,arterial,0.6889881549994143,0.9348558600316459,"(274, 143, 185)","(274, 143, 185)",ok
1.2.840.113619.2.278.3.717616.306.1582703614.364,train,non-contrast,venous,0.7057381140423936,0.9238525504426145,"(274, 143, 185)","(274, 143, 185)",ok
1.2.840.113619.2.359.3.2831208971.49.1557878721.790,train,non-contrast,venous,0.6987337054615346,0.8118313315932596,"(272, 153, 198)","(272, 153, 198)",ok
1.2.840.113619.2.359.3.2831208971.49.1557878721.790,train,non-contrast,other,0.28075577513023986,0.3946488951407191,"(272, 153, 198)","(272, 153, 198)",low_similarity
1.2.840.113619.2.359.3.2831208971.49.1557878721.790,train,non-contrast,arterial,0.3613109810603725,0.4637052136612397,"(272, 153, 198)","(272, 153, 198)",low_similarity
1.2.840.113619.2.278.3.717616.204.1584947875.688,train,non-contrast,arterial,0.6905123752424496,0.7878896621983995,"(246, 159, 211)","(246, 159, 211)",ok
1.2.840.113619.2.278.3.717616.204.1584947875.688,train,non-contrast,venous,0.7256338662259808,0.9076261508033552,"(246, 159, 211)","(246, 159, 211)",ok
1.2.840.113619.2.278.3.717616.259.1592554882.977,train,non-contrast,arterial,0.792657379915168,0.9118360078496714,"(258, 160, 200)","(258, 160, 200)",ok
1.2.840.113619.2.278.3.717616.259.1592554882.977,train,non-contrast,venous,0.6139740513691934,0.8203941553929239,"(258, 160, 200)","(258, 160, 200)",ok
1.2.840.113619.2.278.3.717616.259.1592554937.154,train,non-contrast,arterial,0.6969995125931259,0.8169697758388047,"(271, 164, 198)","(271, 164, 198)",ok
1.2.840.113619.2.278.3.717616.259.1592554937.154,train,non-contrast,venous,0.7215094579324582,0.8607126944472281,"(271, 164, 198)","(271, 164, 198)",ok
1.2.840.113619.2.278.3.717616.260.1578649381.693,train,non-contrast,venous,0.7663716621814202,0.9420036552170787,"(272, 153, 200)","(272, 153, 200)",ok
1.2.840.113619.2.278.3.717616.260.1578649381.693,train,non-contrast,arterial,0.5280203240762827,0.8116016490094923,"(272, 153, 200)","(272, 153, 200)",ok
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,train,non-contrast,venous,0.8291744334586337,0.8766827568917026,"(269, 150, 192)","(269, 150, 192)",ok
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,train,non-contrast,other,0.13928521624357276,0.2756876270340252,"(269, 150, 192)","(269, 150, 192)",low_similarity
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,train,non-contrast,arterial,0.5620595519268712,0.676256267973458,"(269, 150, 192)","(269, 150, 192)",ok
1.2.840.113619.2.278.3.717616.249.1585713660.403,train,non-contrast,venous,0.6404447225487696,0.8714105564654802,"(248, 126, 170)","(248, 126, 170)",ok
1.2.840.113619.2.278.3.717616.249.1585713660.403,train,non-contrast,arterial,0.6395324474070448,0.9085833049327684,"(248, 126, 170)","(248, 126, 170)",ok
1.2.840.113619.2.278.3.717616.286.1593493269.25,train,non-contrast,venous,0.7100360594348184,0.8795508392351529,"(240, 145, 168)","(240, 145, 168)",ok
1.2.840.113619.2.278.3.717616.286.1593493269.25,train,non-contrast,arterial,0.6275697383020405,0.829703103327031,"(240, 145, 168)","(240, 145, 168)",ok
1.2.840.113619.2.359.3.2831208971.234.1583108506.652,train,non-contrast,other,0.39575800277508094,0.3433930578333736,"(272, 145, 176)","(272, 145, 176)",low_similarity
1.2.840.113619.2.359.3.2831208971.234.1583108506.652,train,non-contrast,venous,0.8577994977120047,0.9768783697334025,"(272, 145, 176)","(272, 145, 176)",ok
1.2.840.113619.2.359.3.2831208971.234.1583108506.652,train,non-contrast,arterial,0.4184096488917065,0.4529906710704317,"(272, 145, 176)","(272, 145, 176)",low_similarity
1.2.840.113619.2.278.3.717616.228.1585527923.702,train,non-contrast,venous,0.7288919754409797,0.8193582525953726,"(300, 139, 195)","(300, 139, 195)",ok
1.2.840.113619.2.278.3.717616.228.1585527923.702,train,non-contrast,arterial,0.7215508436826774,0.821030109588645,"(300, 139, 195)","(300, 139, 195)",ok
1.2.840.113619.2.278.3.717616.249.1585713649.466,train,non-contrast,venous,0.807095522507882,0.9452939920780661,"(237, 137, 174)","(237, 137, 174)",ok
1.2.840.113619.2.278.3.717616.249.1585713649.466,train,non-contrast,arterial,0.590157883451493,0.8476632024359688,"(237, 137, 174)","(237, 137, 174)",ok
1.2.840.113619.2.278.3.717616.286.1587944978.649,train,non-contrast,venous,0.7436589715565832,0.8057909557762029,"(273, 169, 204)","(273, 169, 204)",ok
1.2.840.113619.2.278.3.717616.286.1587944978.649,train,non-contrast,arterial,0.7284427319772606,0.788047674757997,"(273, 169, 204)","(273, 169, 204)",ok
1.2.840.113619.2.278.3.717616.551.1589814118.933,train,non-contrast,arterial,0.8462846946970541,0.9589677114798458,"(254, 158, 200)","(254, 158, 200)",ok
1.2.840.113619.2.278.3.717616.551.1589814118.933,train,non-contrast,venous,0.798929069688752,0.9178262750951802,"(254, 158, 200)","(254, 158, 200)",ok
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,train,non-contrast,venous,0.5978509042539455,0.708509636442306,"(278, 162, 191)","(278, 162, 191)",ok
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,train,non-contrast,other,0.17258149562587308,0.07981192000771525,"(278, 162, 191)","(278, 162, 191)",low_similarity
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,train,non-contrast,arterial,0.1632413752921963,0.04473142773912163,"(278, 162, 191)","(278, 162, 191)",low_similarity
1.2.840.113619.2.278.3.717616.166.1580339223.956,train,non-contrast,venous,0.7391363271159951,0.9351897652908597,"(290, 169, 193)","(290, 169, 193)",ok
1.2.840.113619.2.278.3.717616.166.1580339223.956,train,non-contrast,arterial,0.6448317417891799,0.8620191944532651,"(290, 169, 193)","(290, 169, 193)",ok
1.2.840.113619.2.278.3.717616.260.1578649418.868,train,non-contrast,arterial,0.3820517934469736,0.3629371904763018,"(320, 170, 211)","(320, 170, 211)",low_similarity
1.2.840.113619.2.278.3.717616.260.1578649418.868,train,non-contrast,venous,0.9033600771939163,0.9441869997642112,"(320, 170, 211)","(320, 170, 211)",ok
1.2.840.113619.2.278.3.717616.202.1592287879.955,train,non-contrast,venous,0.5370813704973958,0.7836158570595524,"(236, 153, 199)","(236, 153, 199)",ok
1.2.840.113619.2.278.3.717616.202.1592287879.955,train,non-contrast,arterial,0.5915633001783908,0.8250090304426554,"(236, 153, 199)","(236, 153, 199)",ok
1.2.840.113619.2.359.3.2831208971.52.1577664888.632,train,non-contrast,other,0.5413534901350179,0.6219856348421943,"(262, 149, 191)","(262, 149, 191)",ok
1.2.840.113619.2.359.3.2831208971.52.1577664888.632,train,non-contrast,venous,0.6932062115694415,0.7935710443771277,"(262, 149, 191)","(262, 149, 191)",ok
1.2.840.113619.2.359.3.2831208971.52.1577664888.632,train,non-contrast,arterial,0.5789109172887498,0.6572199775974334,"(262, 149, 191)","(262, 149, 191)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574308298.505216,train,non-contrast,venous,0.7577878261258284,0.9603190928400043,"(411, 156, 182)","(411, 156, 182)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574308298.505216,train,non-contrast,arterial,0.6359093076079951,0.9133928156498448,"(411, 156, 182)","(411, 156, 182)",ok
1.2.840.113619.2.278.3.717616.259.1592554911.88,train,non-contrast,arterial,0.8400665880062335,0.9110243829153672,"(306, 164, 196)","(306, 164, 196)",ok
1.2.840.113619.2.278.3.717616.259.1592554911.88,train,non-contrast,venous,0.7451188367246367,0.8407858306610437,"(306, 164, 196)","(306, 164, 196)",ok
1.2.840.113619.2.278.3.717616.204.1584947883.344,train,non-contrast,venous,0.6931177521017622,0.7682833887563236,"(284, 161, 214)","(284, 161, 214)",ok
1.2.840.113619.2.278.3.717616.204.1584947883.344,train,non-contrast,arterial,0.7652185901885799,0.8366077524930237,"(284, 161, 214)","(284, 161, 214)",ok
1.2.840.113619.2.278.3.717616.286.1593493300.681,train,non-contrast,venous,0.6931640850813432,0.8868152963561695,"(252, 120, 171)","(252, 120, 171)",ok
1.2.840.113619.2.278.3.717616.286.1593493300.681,train,non-contrast,arterial,0.3896578388068179,0.4876811090942633,"(252, 120, 171)","(252, 120, 171)",low_similarity
1.2.840.113619.2.278.3.717616.306.1582703663.824,train,non-contrast,arterial,0.7868429971694273,0.9598149904691633,"(262, 140, 181)","(262, 140, 181)",ok
1.2.840.113619.2.278.3.717616.306.1582703663.824,train,non-contrast,venous,0.664939492367383,0.9052863806513292,"(262, 140, 181)","(262, 140, 181)",ok
1.2.840.113619.2.278.3.717616.286.1587944966.46,train,non-contrast,arterial,0.6805988757650413,0.8791457393018023,"(271, 157, 201)","(271, 157, 201)",ok
1.2.840.113619.2.278.3.717616.286.1587944966.46,train,non-contrast,venous,0.8072606750309822,0.9594759912648527,"(271, 157, 201)","(271, 157, 201)",ok
1.2.840.113619.2.278.3.717616.286.1587944967.557,train,non-contrast,arterial,0.6654397135052973,0.8941417563129945,"(285, 158, 185)","(285, 158, 185)",ok
1.2.840.113619.2.278.3.717616.286.1587944967.557,train,non-contrast,venous,0.716528110422733,0.8895839064459992,"(285, 158, 185)","(285, 158, 185)",ok
1.2.840.113619.2.359.3.2831208971.27.1589930824.148,train,non-contrast,venous,0.6956211051070622,0.7678245615894438,"(294, 162, 212)","(294, 162, 212)",ok
1.2.840.113619.2.359.3.2831208971.27.1589930824.148,train,non-contrast,other,0.3990250799708196,0.3839247415182229,"(294, 162, 212)","(294, 162, 212)",low_similarity
1.2.840.113619.2.359.3.2831208971.27.1589930824.148,train,non-contrast,arterial,0.26152349721471235,0.3390989153843077,"(294, 162, 212)","(294, 162, 212)",low_similarity
1.2.840.113619.2.278.3.717616.239.1576237085.40,train,non-contrast,venous,0.6300219273272891,0.8042292640198125,"(255, 136, 187)","(255, 136, 187)",ok
1.2.840.113619.2.278.3.717616.239.1576237085.40,train,non-contrast,arterial,0.6631060995880984,0.8587453002490528,"(255, 136, 187)","(255, 136, 187)",ok
1.2.840.113619.2.278.3.717616.239.1576237179.120,train,non-contrast,arterial,0.7335303157877032,0.938957819288962,"(304, 134, 192)","(304, 134, 192)",ok
1.2.840.113619.2.278.3.717616.239.1576237179.120,train,non-contrast,venous,0.6009425374934372,0.8909412511045017,"(304, 134, 192)","(304, 134, 192)",ok
1.2.840.113619.2.278.3.717616.260.1578649386.487,train,non-contrast,venous,0.7279175188595407,0.938184082909847,"(265, 143, 184)","(265, 143, 184)",ok
